Name,Gender,Age,Country,HighSchoolName,HighSchoolLocation,HSGA,SAT,GAT,Languages,FirstGenerationCollegeStudent,FinancialAidNeeded,CGPA,CGPA_Category_Predicted
John Francis,Female,19,Nigeria,Nelson-Peterson School,Paris,7.0,1459.0,78.0,Spanish,Yes,No,2.51,Good
Andrew Neal,Female,18,Egypt,Evans Ltd School,Dubai,9.0,1590.0,90.0,French,Yes,Yes,3.84,Excellent
Gregory Perez,Male,17,Nigeria,Coffey-Rojas School,New York,9.0,1539.0,69.0,Spanish,Yes,No,3.2,Excellent
Caitlin Murphy,Male,17,Bangladesh,Smith-Cross School,New York,9.0,1209.0,62.0,Spanish,No,Yes,0.07,Poor
Donald Bates,Male,18,France,Duncan-Webb School,Vancouver,9.0,1559.0,72.0,German,No,No,3.41,Excellent
Hayley Delacruz,Female,18,Indonesia,"Ferguson, Jarvis and Oconnor School",Chicago,8.0,1513.0,79.0,English,Yes,No,3.03,Excellent
Christopher Green,Female,17,Colombia,"Chen, Williams and Rodriguez School",Moscow,6.0,1512.0,67.0,Spanish,No,Yes,2.91,Good
Dr. Brianna Serrano DVM,Male,19,Turkey,Camacho-Giles School,Chicago,7.0,1383.0,74.0,English,No,Yes,1.77,Average
James Rodriguez,Female,18,Turkey,"Wiley, Franco and Chan School",Houston,7.0,1359.0,76.0,French,No,Yes,1.57,Average
Ana Brown,Male,19,Russia,"Roberts, Smith and Barnett School",Chicago,7.0,1321.0,62.0,French,Yes,No,1.1,Average
James Smith,Female,17,Nigeria,Clay-Hess School,Sydney,10.0,1226.0,83.0,Spanish,Yes,Yes,0.4,Poor
Clinton Chen,Female,19,Nigeria,Wallace Group School,New York,8.0,1291.0,95.0,English,No,Yes,1.09,Average
Michael White,Male,17,Brazil,"Hunter, Howell and Peck School",Phoenix,10.0,1299.0,66.0,Spanish,No,No,0.94,Poor
Darlene Harris,Female,17,Brazil,Douglas-Conway School,Sydney,9.0,1394.0,84.0,Spanish,Yes,Yes,1.97,Average
Jennifer Kramer,Female,17,Colombia,Woods Group School,Chicago,9.0,1499.0,87.0,German,Yes,Yes,2.97,Good
Melissa Willis,Male,17,Brazil,"Oconnell, Griffin and Lang School",Sydney,8.0,1390.0,77.0,German,Yes,No,1.87,Average
Eugene Berry,Female,19,Thailand,Bates and Sons School,Chicago,8.0,1223.0,88.0,Spanish,Yes,No,0.4,Poor
Shawn Romero,Male,17,Iran,"Brown, Frost and Williams School",London,8.0,1583.0,76.0,German,No,Yes,3.66,Excellent
Mrs. Brandy Larson PhD,Male,17,Russia,"Anderson, Newman and White School",Beijing,7.0,1577.0,80.0,German,No,Yes,3.63,Excellent
Allison Sanchez,Male,19,Canada,"Haney, Walter and Stewart School",Chicago,9.0,1514.0,60.0,Spanish,Yes,Yes,2.89,Good
Adrian Brown,Male,18,Colombia,"Ramirez, Ballard and Chavez School",Cape Town,7.0,1597.0,88.0,English,Yes,No,3.88,Excellent
Jonathan Roberts,Female,19,Japan,Hayes LLC School,London,6.0,1418.0,86.0,Spanish,Yes,No,2.19,Good
Daniel Gardner,Female,19,South Korea,Martin Ltd School,Chicago,9.0,1585.0,62.0,Spanish,Yes,No,3.57,Excellent
Janice Collins,Female,19,Iran,Perry PLC School,Paris,7.0,1230.0,75.0,German,No,Yes,0.36,Poor
Robert Mcneil,Female,17,Philippines,"Johnson, Morales and Meyers School",Phoenix,10.0,1346.0,99.0,Spanish,Yes,Yes,1.65,Average
Joshua Jackson,Female,17,Colombia,"Obrien, Smith and Thompson School",Berlin,10.0,1290.0,77.0,French,No,No,0.95,Poor
Kelsey Tucker,Male,17,Bangladesh,Johnson Ltd School,Toronto,10.0,1278.0,80.0,German,No,No,0.86,Poor
Alisha Lewis,Male,18,Mexico,Frost-Jordan School,London,7.0,1256.0,96.0,French,Yes,Yes,0.77,Poor
Lance Shea,Female,17,Egypt,Cooke and Sons School,Dubai,6.0,1449.0,89.0,Spanish,No,Yes,2.51,Good
Karen Brewer,Female,18,Philippines,Watson-Bailey School,London,10.0,1513.0,83.0,French,Yes,Yes,3.07,Excellent
Brian Cruz,Female,17,UK,Larson-Johnson School,London,8.0,1431.0,92.0,English,No,Yes,2.37,Good
Luke Warner,Male,19,Canada,Garcia-Lin School,London,10.0,1259.0,95.0,French,No,No,0.81,Poor
Daniel Dixon,Female,17,Germany,Chambers-Spencer School,Berlin,10.0,1524.0,78.0,French,Yes,Yes,3.13,Excellent
Isaac Thomas,Female,18,Italy,"Pacheco, Mercado and Schroeder School",London,9.0,1454.0,79.0,German,Yes,No,2.49,Good
Brian Moore,Male,18,South Korea,Newman-Jacobs School,Vancouver,7.0,1355.0,75.0,English,No,No,1.52,Average
Mark Craig,Female,17,Vietnam,Cook Inc School,Chicago,8.0,1470.0,99.0,Spanish,No,Yes,2.79,Good
Michael Allison,Male,19,Iran,"Hall, Jones and Simpson School",Cape Town,9.0,1304.0,88.0,Spanish,No,Yes,1.16,Average
Beverly Khan,Male,17,Thailand,Greene and Sons School,Phoenix,7.0,1338.0,63.0,English,Yes,No,1.27,Average
Julia Wright,Male,17,UK,"Randolph, Wagner and Simpson School",Cape Town,7.0,1567.0,95.0,Spanish,No,Yes,3.66,Excellent
William Keller,Male,17,China,"Aguilar, Howard and Evans School",London,8.0,1316.0,79.0,Spanish,Yes,Yes,1.2,Average
Heather Nelson,Male,19,Thailand,"Franklin, Burke and French School",Paris,10.0,1388.0,63.0,French,No,Yes,1.75,Average
Calvin Miller,Female,18,China,Reed-Jennings School,Dubai,9.0,1556.0,82.0,Spanish,No,Yes,3.46,Excellent
Lauren Downs,Male,19,France,Bass-Smith School,Beijing,8.0,1483.0,77.0,German,Yes,Yes,2.73,Good
Gabriel Howard,Male,18,Russia,Collins-Reid School,Los Angeles,6.0,1225.0,95.0,French,Yes,Yes,0.47,Poor
Anthony Hull,Male,18,Egypt,"Moss, Hughes and Hays School",New York,8.0,1259.0,68.0,Spanish,Yes,No,0.58,Poor
Michael Crane,Male,18,Pakistan,Merritt Ltd School,Toronto,10.0,1203.0,93.0,French,Yes,Yes,0.27,Poor
Kathryn Herrera DVM,Female,19,Turkey,Tucker-Nash School,Paris,7.0,1452.0,82.0,French,No,No,2.48,Good
Jacob Williams,Female,17,Vietnam,Rasmussen-Green School,Houston,8.0,1379.0,62.0,Spanish,No,Yes,1.64,Average
Christine Flores,Female,17,Thailand,"Martinez, Cunningham and Tucker School",Phoenix,10.0,1254.0,99.0,Spanish,No,Yes,0.79,Poor
Dawn Kim,Female,17,Vietnam,Mcclure PLC School,New York,9.0,1583.0,81.0,Spanish,Yes,Yes,3.7,Excellent
George Hester,Male,17,Thailand,Simpson LLC School,London,9.0,1412.0,72.0,Spanish,No,No,2.04,Good
Julia Perry,Female,17,France,Crosby-Phillips School,Dubai,9.0,1297.0,79.0,Spanish,No,No,1.03,Average
Charles Bowen,Male,19,Bangladesh,Hall-Myers School,New York,7.0,1400.0,94.0,French,No,No,2.1,Good
Sarah Long,Female,19,Brazil,Martin-Miller School,New York,7.0,1472.0,72.0,German,Yes,Yes,2.59,Good
Brenda Wolfe,Male,19,Brazil,Schmidt-King School,Los Angeles,9.0,1230.0,68.0,French,Yes,No,0.31,Poor
Natalie Kemp,Male,19,Vietnam,"Holland, Thomas and Lopez School",Paris,9.0,1310.0,65.0,Spanish,Yes,Yes,1.03,Average
Jessica Mitchell,Female,19,Vietnam,Mahoney PLC School,Dubai,9.0,1523.0,72.0,French,Yes,Yes,3.07,Excellent
Teresa King,Female,19,Japan,Hernandez Inc School,Vancouver,10.0,1384.0,91.0,French,Yes,No,1.94,Average
Brittany Adams,Female,19,Brazil,Edwards-Ray School,Dubai,8.0,1419.0,79.0,German,No,Yes,2.16,Good
Jessica Campbell,Female,17,Spain,Flores Group School,Cape Town,8.0,1373.0,69.0,English,No,Yes,1.65,Average
Diane Rivera,Female,18,South Africa,"Clark, Friedman and Smith School",Phoenix,9.0,1218.0,67.0,German,Yes,No,0.19,Poor
Brooke Oliver,Female,19,Germany,"Beard, Allison and Gallagher School",Los Angeles,9.0,1266.0,73.0,German,No,No,0.69,Poor
Kathryn Davis,Male,18,Nigeria,Mccarthy Ltd School,Berlin,9.0,1378.0,98.0,English,Yes,Yes,1.93,Average
Christopher Nichols,Male,19,Argentina,Peters Ltd School,Toronto,9.0,1284.0,74.0,Spanish,Yes,Yes,0.86,Poor
Chelsea Gordon,Male,19,Canada,Jones Inc School,Dubai,10.0,1220.0,100.0,French,Yes,No,0.49,Poor
Jeffrey Mendez,Male,17,Indonesia,"Buckley, Hughes and Stokes School",Vancouver,7.0,1537.0,79.0,German,Yes,No,3.25,Excellent
April Gonzalez,Female,18,South Africa,Marquez-Dixon School,Dubai,8.0,1592.0,67.0,German,No,No,3.67,Excellent
Jeanette Velez,Male,17,Italy,Mckee-Dougherty School,Vancouver,6.0,1517.0,96.0,English,Yes,Yes,3.2,Excellent
Andrea Davenport,Male,17,Italy,"Davis, Powell and Bradshaw School",Houston,8.0,1542.0,78.0,German,No,Yes,3.29,Excellent
Barbara Madden,Male,18,Iran,Lee-Stevens School,Paris,6.0,1297.0,88.0,Spanish,No,No,1.08,Average
Kim Stark,Male,17,Nigeria,"Myers, Roberts and Johnston School",Los Angeles,8.0,1584.0,99.0,French,No,Yes,3.85,Excellent
Jonathan Anderson,Female,19,South Korea,"Larsen, Torres and Collins School",Moscow,8.0,1279.0,62.0,English,No,No,0.71,Poor
Joseph Stout,Male,19,Egypt,Wilson-Austin School,Los Angeles,7.0,1581.0,64.0,Spanish,Yes,Yes,3.53,Excellent
Nicholas Brown,Female,19,Philippines,Morales Group School,Chicago,8.0,1598.0,89.0,English,Yes,No,3.9,Excellent
Darlene Blankenship,Male,19,India,"Rojas, Ramsey and Dickson School",Cape Town,6.0,1485.0,71.0,English,Yes,No,2.69,Good
Alexander Williams,Female,19,Argentina,Goodman-Summers School,New York,6.0,1592.0,67.0,French,Yes,Yes,3.66,Excellent
James Frederick,Female,17,Turkey,"Johnson, Wood and George School",Chicago,9.0,1428.0,62.0,English,Yes,No,2.11,Good
Miss Wanda Jackson,Female,17,Russia,Stevenson Group School,Vancouver,7.0,1304.0,61.0,French,No,Yes,0.93,Poor
Mr. Mark Black,Male,19,Nigeria,Thompson-Lloyd School,Berlin,7.0,1375.0,91.0,German,Yes,No,1.84,Average
Michele Rhodes,Male,19,Italy,"Park, Andrews and Perkins School",Paris,8.0,1437.0,65.0,French,Yes,Yes,2.21,Good
Rachael Williams,Female,17,Pakistan,Hahn-Kane School,London,9.0,1229.0,79.0,English,No,No,0.39,Poor
Richard Garcia,Female,18,Australia,Vazquez Inc School,Paris,7.0,1449.0,84.0,German,No,No,2.47,Good
Lisa Walker,Male,17,Nigeria,Kline-Hansen School,Tokyo,8.0,1592.0,77.0,Spanish,Yes,Yes,3.75,Excellent
Kimberly Jenkins,Female,17,Indonesia,"Gonzalez, Drake and Andrews School",Sydney,6.0,1276.0,61.0,German,No,Yes,0.67,Poor
Jason Joseph,Male,17,Turkey,Garner-Howard School,Beijing,6.0,1517.0,91.0,English,Yes,Yes,3.15,Excellent
Kimberly Mitchell,Female,17,Turkey,Wilson-Mclaughlin School,Chicago,8.0,1563.0,60.0,French,No,No,3.34,Excellent
Amanda Perez,Female,17,Mexico,Williams-Martin School,Dubai,8.0,1577.0,90.0,English,Yes,No,3.72,Excellent
Jason Elliott,Female,18,Argentina,Weber-Stewart School,New York,9.0,1584.0,96.0,Spanish,Yes,No,3.83,Excellent
Jonathon Jones,Female,19,Japan,Morton-Escobar School,Dubai,9.0,1409.0,77.0,English,No,No,2.05,Good
Christina Trevino,Female,19,Turkey,"Blair, Craig and Smith School",New York,10.0,1591.0,81.0,French,Yes,No,3.78,Excellent
Robert Gross,Female,18,South Africa,"House, Sanford and Parrish School",New York,8.0,1503.0,79.0,English,No,No,2.94,Good
Bianca Edwards,Female,19,Egypt,Moreno-Thompson School,Los Angeles,7.0,1265.0,76.0,French,No,Yes,0.69,Poor
David Robertson,Female,19,India,Diaz PLC School,Toronto,9.0,1391.0,95.0,German,Yes,Yes,2.03,Good
Mrs. Lauren Caldwell,Female,19,Australia,Carney-Rivera School,Vancouver,7.0,1487.0,96.0,German,Yes,No,2.92,Good
Edward Rhodes,Male,18,Nigeria,Odonnell-Sanchez School,Berlin,8.0,1299.0,73.0,Spanish,Yes,No,0.99,Poor
Maria Mack,Female,18,US,"Bowman, Bush and Michael School",Cape Town,6.0,1456.0,85.0,English,No,Yes,2.54,Good
Kimberly Cox,Female,19,Philippines,"Dixon, Franco and Hunt School",Paris,6.0,1467.0,97.0,French,No,Yes,2.74,Good
Janice Richards,Male,19,Pakistan,"Watson, Sullivan and Ward School",Houston,10.0,1265.0,98.0,French,Yes,Yes,0.89,Poor
Michelle Brown,Male,19,Argentina,"Moore, Shepard and Anderson School",Sydney,9.0,1426.0,80.0,German,Yes,Yes,2.23,Good
Kristen Pitts,Female,17,South Africa,Adams-Vang School,Dubai,9.0,1509.0,78.0,French,No,Yes,2.99,Good
Raymond Ritter,Female,17,Canada,"Woods, Perez and Bowen School",Houston,8.0,1400.0,71.0,English,Yes,Yes,1.91,Average
Rebecca Jones,Female,17,South Africa,Price-Martinez School,Berlin,7.0,1205.0,98.0,English,Yes,Yes,0.31,Poor
Jack Goodman,Female,18,India,Rice-Williams School,Chicago,7.0,1204.0,66.0,French,No,No,0.04,Poor
Sandra Armstrong,Male,19,Canada,"Murphy, Martinez and Allen School",Beijing,7.0,1343.0,83.0,French,Yes,No,1.48,Average
Deborah Benitez,Male,18,France,"Mueller, Shepherd and Howard School",Phoenix,8.0,1570.0,71.0,Spanish,No,No,3.5,Excellent
James Dickerson,Female,18,Vietnam,"Ingram, Dixon and Henry School",Paris,9.0,1291.0,71.0,French,No,Yes,0.9,Poor
Ana Banks,Female,18,South Korea,"Bush, Wood and Thompson School",Los Angeles,9.0,1454.0,76.0,English,Yes,Yes,2.46,Good
Colleen Tucker,Male,19,Russia,"Wilson, Williams and King School",Vancouver,7.0,1289.0,100.0,English,Yes,No,1.11,Average
Katie Robles,Female,17,France,Burton Group School,Moscow,10.0,1329.0,62.0,German,Yes,Yes,1.19,Average
Austin Hensley,Male,19,Japan,"Montgomery, Olson and Jones School",London,9.0,1539.0,83.0,French,Yes,Yes,3.31,Excellent
Deborah Brewer,Female,19,Germany,Maynard Group School,London,8.0,1492.0,63.0,French,Yes,No,2.7,Good
Michael Scott,Female,18,Indonesia,Brown-Palmer School,Beijing,8.0,1238.0,66.0,English,Yes,Yes,0.36,Poor
Ms. Melanie Huang,Male,18,Egypt,Dunn-Schneider School,Berlin,8.0,1371.0,78.0,Spanish,No,Yes,1.7,Average
Lori Foster,Male,18,Egypt,Larsen Group School,Chicago,7.0,1212.0,80.0,French,No,Yes,0.23,Poor
Molly Ferguson DDS,Male,17,UK,"Jimenez, Evans and Rodriguez School",Phoenix,7.0,1392.0,70.0,German,Yes,No,1.83,Average
Tiffany Taylor,Female,17,South Africa,Hall-Weiss School,Los Angeles,9.0,1465.0,73.0,German,Yes,No,2.54,Good
Nicole Turner,Female,17,Mexico,"Martin, Williams and Porter School",Chicago,6.0,1247.0,63.0,French,No,No,0.41,Poor
Melissa Lynch,Female,19,Canada,Waller-Rose School,Los Angeles,6.0,1316.0,72.0,English,No,Yes,1.13,Average
Ashley Sanchez,Male,18,Egypt,Mullins PLC School,Beijing,6.0,1359.0,99.0,French,Yes,No,1.75,Average
Beth Burns,Male,19,UK,Olson and Sons School,Houston,6.0,1568.0,98.0,French,No,No,3.69,Excellent
Kristen Brown,Female,17,France,Young and Sons School,Beijing,9.0,1597.0,73.0,French,Yes,No,3.77,Excellent
Robert Navarro,Male,18,Australia,Mcconnell-Simon School,Sydney,9.0,1218.0,83.0,French,No,Yes,0.32,Poor
John Terry,Male,17,Japan,Boone Inc School,Phoenix,8.0,1504.0,96.0,Spanish,Yes,No,3.09,Excellent
Ricardo Graham,Male,18,South Korea,Jackson LLC School,London,6.0,1349.0,60.0,German,Yes,Yes,1.34,Average
Christopher Shannon,Female,18,Australia,"Flores, Evans and Johnson School",Sydney,8.0,1357.0,92.0,French,Yes,Yes,1.68,Average
Elizabeth Parks,Female,19,Iran,"Carson, Rodriguez and Martinez School",Beijing,8.0,1502.0,98.0,French,Yes,No,3.08,Excellent
Crystal Stephens,Female,19,Thailand,Hendricks and Sons School,Chicago,7.0,1567.0,64.0,German,Yes,Yes,3.4,Excellent
Greg Frank,Female,17,Bangladesh,Salazar LLC School,Cape Town,8.0,1580.0,66.0,French,No,No,3.55,Excellent
Karla Steele,Female,19,Australia,Barnett Ltd School,Cape Town,8.0,1431.0,98.0,Spanish,Yes,No,2.42,Good
Victor Ayala,Male,19,Bangladesh,"Burke, Pittman and Good School",Moscow,8.0,1343.0,82.0,English,No,Yes,1.47,Average
Lisa Ortiz,Male,19,France,"Simmons, Pacheco and Jimenez School",Beijing,9.0,1515.0,61.0,Spanish,Yes,No,2.91,Good
Phillip Johnson,Male,18,Indonesia,Peters-Smith School,Sydney,6.0,1300.0,70.0,English,No,Yes,0.96,Poor
Emily Richards,Female,19,Russia,Nichols-Nash School,Los Angeles,7.0,1426.0,78.0,French,No,No,2.21,Good
Tiffany Berg,Male,17,US,"Peterson, Vasquez and Hughes School",Berlin,9.0,1343.0,88.0,German,Yes,No,1.53,Average
Jeffrey Smith,Male,18,Turkey,Simon-Johnson School,Sydney,8.0,1463.0,89.0,German,Yes,Yes,2.65,Good
Wendy Hayes,Male,18,US,"Murphy, Burns and Ward School",Chicago,9.0,1296.0,100.0,French,No,No,1.19,Average
James Browning,Female,19,Argentina,Rodriguez-Thompson School,Berlin,9.0,1277.0,72.0,Spanish,No,No,0.78,Poor
Michael Miles,Male,18,Italy,Hayden-Meadows School,Sydney,7.0,1567.0,82.0,German,Yes,Yes,3.55,Excellent
Heather Smith,Female,17,India,Fuller-Arnold School,Beijing,6.0,1241.0,81.0,English,Yes,Yes,0.5,Poor
Kimberly Herrera,Male,17,India,Johnson and Sons School,Paris,9.0,1402.0,76.0,English,No,Yes,1.98,Average
Michael Anderson,Male,18,India,Rodriguez-Benson School,New York,6.0,1288.0,67.0,German,Yes,No,0.83,Poor
Taylor Carroll,Male,19,China,Chen-Reynolds School,Los Angeles,8.0,1216.0,99.0,German,Yes,Yes,0.43,Poor
Victor Hanson,Female,19,Canada,"Dixon, Gilbert and Davis School",Toronto,10.0,1214.0,94.0,German,No,No,0.38,Poor
John Weaver,Male,18,Italy,Mullins Inc School,Phoenix,8.0,1270.0,80.0,German,No,Yes,0.78,Poor
Joseph Davis,Male,17,Germany,"Rodriguez, Collins and Beck School",Tokyo,8.0,1547.0,84.0,French,No,Yes,3.39,Excellent
Jody Reyes,Male,18,Spain,Brown-Clements School,Beijing,9.0,1313.0,69.0,Spanish,No,Yes,1.09,Average
Robert Cook,Male,19,Egypt,"Wade, Herrera and Anderson School",London,8.0,1580.0,82.0,Spanish,Yes,No,3.68,Excellent
Kathleen Rodriguez,Male,19,Philippines,Jones Inc School,Los Angeles,8.0,1433.0,88.0,English,No,Yes,2.36,Good
Carl Hendricks,Female,18,Thailand,"Armstrong, Hale and Powell School",Houston,10.0,1375.0,81.0,French,No,Yes,1.77,Average
Kelly Mullins,Female,17,Russia,"York, Navarro and Rogers School",Chicago,8.0,1432.0,100.0,French,No,Yes,2.45,Good
Katelyn Castillo,Female,18,Nigeria,"Humphrey, Morton and Villa School",Sydney,10.0,1407.0,84.0,German,Yes,Yes,2.09,Good
Jessica Porter,Male,17,Nigeria,"Sanders, Stephens and Wall School",Toronto,10.0,1504.0,75.0,German,No,No,2.92,Good
Michael Davis,Male,17,Indonesia,Gill Inc School,Los Angeles,7.0,1313.0,91.0,German,No,Yes,1.26,Average
Michelle Brady,Male,18,Japan,Morgan-Miller School,Tokyo,6.0,1341.0,67.0,German,Yes,Yes,1.32,Average
Lisa Reynolds,Male,18,Brazil,White-Warner School,London,6.0,1558.0,75.0,German,Yes,Yes,3.41,Excellent
Barbara Delgado,Female,17,Thailand,Gregory-Mckinney School,Cape Town,6.0,1579.0,74.0,German,Yes,No,3.59,Excellent
Thomas Evans,Male,17,UK,"Watson, Gallegos and Stokes School",Vancouver,6.0,1557.0,77.0,French,No,Yes,3.41,Excellent
Brian Daniel,Female,17,Brazil,Lopez-Lee School,Sydney,9.0,1368.0,91.0,English,No,Yes,1.78,Average
Donald Walker,Female,17,US,Reese Ltd School,Cape Town,6.0,1512.0,79.0,German,No,Yes,3.01,Excellent
Katherine Aguilar,Male,19,UK,"Larsen, Jones and Brock School",Dubai,7.0,1391.0,92.0,English,No,Yes,2.0,Average
Steven Chandler,Female,18,Egypt,"Pierce, Arroyo and Evans School",Los Angeles,9.0,1399.0,83.0,French,No,Yes,2.01,Good
Heidi Drake,Male,17,Indonesia,Mcdonald Inc School,Chicago,6.0,1282.0,74.0,German,No,Yes,0.83,Poor
Jose Hernandez,Male,18,US,Brown and Sons School,Toronto,9.0,1436.0,92.0,French,Yes,Yes,2.42,Good
Rebecca Miller,Male,17,India,Oneill and Sons School,New York,7.0,1274.0,70.0,German,Yes,Yes,0.73,Poor
Mary Arellano,Male,18,Nigeria,Houston-Castillo School,Beijing,6.0,1333.0,69.0,Spanish,Yes,No,1.26,Average
Kathryn Ross,Female,18,Australia,"Morgan, Moore and Morris School",Tokyo,9.0,1542.0,80.0,English,Yes,No,3.31,Excellent
Ryan Perry,Male,17,Brazil,Daugherty Group School,Beijing,9.0,1283.0,70.0,French,No,Yes,0.82,Poor
Brandon Harvey,Female,17,Canada,"Johnson, Adams and Gonzalez School",Tokyo,10.0,1228.0,60.0,English,Yes,No,0.23,Poor
Brittany Wood,Female,18,Bangladesh,"Smith, Stevens and Gentry School",Cape Town,9.0,1228.0,86.0,French,No,Yes,0.44,Poor
Kyle Whitaker,Female,18,Australia,Donovan LLC School,Phoenix,9.0,1576.0,80.0,Spanish,No,No,3.63,Excellent
Michael Anderson,Male,18,Bangladesh,Jackson-Anderson School,Vancouver,7.0,1403.0,78.0,German,Yes,Yes,1.99,Average
David Page,Female,19,Argentina,"Roth, Hernandez and White School",Paris,7.0,1364.0,99.0,French,Yes,Yes,1.8,Average
Elizabeth Scott,Male,17,Mexico,"Jordan, Houston and Jones School",Moscow,9.0,1524.0,83.0,Spanish,No,No,3.17,Excellent
Paula Lowe,Female,19,Brazil,"Fowler, Wilson and Brown School",Chicago,9.0,1534.0,95.0,French,No,No,3.36,Excellent
Michael Collins,Male,19,Turkey,Morgan-Pittman School,Toronto,10.0,1333.0,66.0,Spanish,Yes,No,1.26,Average
Jesus Olson,Male,17,Thailand,"Mann, Clark and Bates School",Tokyo,8.0,1477.0,83.0,Spanish,No,Yes,2.73,Good
Shannon Torres,Female,17,Vietnam,Johnson Ltd School,Beijing,7.0,1508.0,95.0,English,No,No,3.11,Excellent
Patrick Kelly,Male,19,South Korea,"Smith, Combs and Herrera School",Vancouver,9.0,1462.0,83.0,German,No,Yes,2.59,Good
Evan Wolfe,Female,17,Thailand,Jones LLC School,Berlin,7.0,1261.0,89.0,English,Yes,No,0.76,Poor
Katherine Herrera,Male,18,Russia,"Wagner, Smith and Burns School",Moscow,10.0,1550.0,75.0,English,Yes,Yes,3.35,Excellent
Jonathan Scott,Female,18,US,"Matthews, Santiago and Gutierrez School",Los Angeles,9.0,1416.0,64.0,Spanish,No,Yes,2.01,Good
Jessica Walker,Male,19,Australia,Carter Group School,Beijing,8.0,1313.0,78.0,Spanish,Yes,No,1.16,Average
Joseph Gordon,Female,19,Philippines,Logan Ltd School,Beijing,9.0,1370.0,76.0,English,Yes,Yes,1.68,Average
Harry Smith Jr.,Male,17,Spain,Smith Ltd School,Phoenix,9.0,1215.0,95.0,Spanish,No,No,0.39,Poor
Maureen Phillips,Female,17,US,Adams and Sons School,Cape Town,6.0,1251.0,70.0,Spanish,No,Yes,0.51,Poor
Jonathan Jones,Female,19,Canada,Mendoza Ltd School,London,10.0,1506.0,99.0,English,No,No,3.14,Excellent
Daniel Parker,Female,19,Canada,Jones Group School,Toronto,8.0,1200.0,98.0,Spanish,No,Yes,0.27,Poor
Paul Gray,Male,18,Egypt,"Garcia, Duncan and Hall School",Los Angeles,9.0,1367.0,70.0,English,Yes,No,1.6,Average
Larry Scott,Male,18,Canada,"Cline, Williams and Walker School",Paris,7.0,1409.0,74.0,Spanish,Yes,Yes,2.02,Good
Leslie Braun,Female,17,Argentina,Brennan-Jackson School,Toronto,10.0,1222.0,96.0,English,No,No,0.47,Poor
Lisa Cline,Female,18,Spain,"Medina, Green and Martinez School",Chicago,8.0,1589.0,99.0,English,Yes,Yes,3.9,Excellent
Travis Williams,Female,17,Egypt,Mullins Inc School,Los Angeles,6.0,1290.0,78.0,Spanish,Yes,Yes,0.94,Poor
John Carter,Female,17,India,"Sanders, Lloyd and Rivera School",Chicago,10.0,1322.0,73.0,German,Yes,No,1.21,Average
Chad Harmon,Female,17,Colombia,Morrison-Orr School,Paris,6.0,1322.0,81.0,French,No,No,1.26,Average
James Villanueva,Female,18,Turkey,Fitzgerald-Olson School,Toronto,7.0,1292.0,88.0,German,Yes,Yes,1.04,Average
Shannon Porter,Male,19,Japan,"Reed, Williams and Ellis School",Sydney,10.0,1201.0,71.0,German,No,Yes,0.07,Poor
Thomas Rogers,Female,19,Germany,"Bell, Chase and Boyd School",New York,10.0,1492.0,89.0,German,Yes,No,2.93,Good
Miranda Buchanan,Male,18,Philippines,"Brady, Nguyen and Davis School",London,8.0,1587.0,62.0,English,No,Yes,3.58,Excellent
Pamela Higgins,Female,19,Colombia,Taylor-Martin School,Beijing,9.0,1290.0,62.0,French,Yes,No,0.82,Poor
Carl Thompson,Male,17,South Africa,Delgado PLC School,Chicago,8.0,1465.0,75.0,Spanish,Yes,No,2.55,Good
Sherri Shaw,Male,19,India,Hamilton-Smith School,Los Angeles,7.0,1497.0,74.0,Spanish,No,No,2.83,Good
David Preston,Female,18,Argentina,Webb and Sons School,Phoenix,7.0,1539.0,73.0,English,Yes,No,3.22,Excellent
Renee Andrade,Female,19,China,"Burke, Duffy and Oconnor School",London,9.0,1369.0,80.0,English,Yes,No,1.7,Average
