Name,Gender,Age,Country,HighSchoolName,HighSchoolLocation,HSGA,SAT,GAT,Languages,FirstGenerationCollegeStudent,FinancialAidNeeded,CGPA,CGPA_Category
Tammy Smith,Female,19,Russia,"Martin, Martin and Ferguson School",Los Angeles,7.0,1459.0,78.0,Spanish,Yes,Yes,2.52,Good
Joshua Vance,Male,18,Egypt,Andrews LLC School,Moscow,9.0,1590.0,90.0,German,Yes,Yes,3.84,Excellent
David Dodson,Female,17,Argentina,"Smith, Baker and White School",London,9.0,1539.0,69.0,French,Yes,Yes,3.2,Excellent
Ashley Sanders,Female,17,Nigeria,Smith and Sons School,Tokyo,9.0,1209.0,62.0,French,No,No,0.07,Poor
Douglas Hendrix,Male,18,Mexico,"Harris, Randall and Simpson School",London,9.0,1559.0,72.0,German,Yes,Yes,3.41,Excellent
Jesse Aguilar,Male,18,Spain,Diaz-Fernandez School,Tokyo,8.0,1513.0,79.0,Spanish,Yes,Yes,3.03,Excellent
Joshua Bell,Female,17,Russia,"Bentley, Dickerson and Hughes School",Cape Town,6.0,1512.0,67.0,French,Yes,No,2.92,Good
Matthew Gibson,Female,19,Indonesia,"Campbell, Martin and Williams School",Phoenix,7.0,1383.0,74.0,Spanish,No,No,1.78,Average
Karen Ramirez,Male,18,Pakistan,Mercer Ltd School,New York,7.0,1359.0,76.0,French,No,Yes,1.57,Average
Daniel Wright,Female,19,Canada,Gonzalez Group School,Dubai,7.0,1321.0,62.0,English,No,No,1.1,Average
Angelica Duffy,Female,17,Philippines,Shaw PLC School,Berlin,10.0,1226.0,83.0,Spanish,No,Yes,0.4,Poor
Adam Clark,Male,19,India,White-Deleon School,Vancouver,8.0,1291.0,95.0,Spanish,Yes,No,1.09,Average
Jennifer Lewis,Female,17,Iran,Lee-Garcia School,London,10.0,1299.0,66.0,English,Yes,No,0.94,Poor
Brandon Cox,Male,17,Mexico,"Smith, Mendoza and Woods School",Phoenix,9.0,1394.0,84.0,German,Yes,No,1.97,Average
Teresa Harrell,Female,17,Canada,Martinez LLC School,Moscow,9.0,1499.0,87.0,German,Yes,No,2.97,Good
Carolyn Robinson,Male,17,Canada,Krause-Perkins School,Paris,8.0,1390.0,77.0,French,Yes,No,1.87,Average
Ian Fowler,Male,19,Argentina,Jones-Morales School,New York,8.0,1223.0,88.0,Spanish,Yes,Yes,0.4,Poor
Mary Nelson,Female,17,Japan,"Mccormick, Barrett and Reeves School",New York,8.0,1583.0,76.0,German,Yes,No,3.66,Excellent
Ricky Woodard,Male,17,Mexico,Williams Inc School,Dubai,7.0,1577.0,80.0,French,No,No,3.63,Excellent
James Evans,Female,19,Egypt,"Roberts, Peterson and Williams School",Paris,9.0,1514.0,60.0,English,No,Yes,2.89,Good
Michelle Fox,Male,18,Thailand,Russell Ltd School,Los Angeles,7.0,1597.0,88.0,French,Yes,No,3.88,Excellent
Crystal Patton,Female,19,US,Robles Ltd School,Phoenix,6.0,1418.0,86.0,French,Yes,Yes,2.19,Good
Daniel Jones,Male,19,Bangladesh,"Thomas, Velez and Rodriguez School",Sydney,9.0,1585.0,62.0,French,No,No,3.57,Excellent
Frank Sanchez,Male,19,Thailand,Thomas-Scott School,Sydney,7.0,1230.0,75.0,German,No,Yes,0.36,Poor
Regina Stewart,Male,17,France,Rivers-Li School,Paris,10.0,1346.0,99.0,English,No,Yes,1.64,Average
Raymond Hickman,Female,17,Mexico,Mathews and Sons School,Chicago,10.0,1290.0,77.0,French,Yes,Yes,0.95,Poor
Christina White,Male,17,Brazil,Ellison Inc School,Los Angeles,10.0,1278.0,80.0,English,Yes,No,0.86,Poor
Phillip Rivera,Male,18,South Africa,"Mccoy, Palmer and Wade School",New York,7.0,1256.0,96.0,French,Yes,No,0.77,Poor
Daniel Frost,Female,17,Pakistan,Garrett-Hunter School,Cape Town,6.0,1449.0,89.0,Spanish,Yes,Yes,2.51,Good
Lindsay Rice,Male,18,South Africa,"Ortiz, Contreras and Johnson School",Chicago,10.0,1513.0,83.0,Spanish,Yes,Yes,3.07,Excellent
Jonathan Ellison,Male,17,Iran,"Austin, Hunt and Allen School",Phoenix,8.0,1431.0,92.0,Spanish,Yes,Yes,2.37,Good
Michelle Donovan,Female,19,UK,Meza-Baldwin School,Cape Town,10.0,1259.0,95.0,German,No,No,0.8,Poor
Toni Peterson,Female,17,Pakistan,"Leblanc, Silva and Rice School",London,10.0,1524.0,78.0,French,Yes,Yes,3.14,Excellent
Alex Garza,Male,18,Philippines,Bell Ltd School,Houston,9.0,1454.0,79.0,Spanish,No,No,2.49,Good
Marie Rivera,Male,18,Thailand,"Mejia, Brown and Rodriguez School",Vancouver,7.0,1355.0,75.0,French,No,Yes,1.52,Average
Michael Williams,Female,17,France,Young-Castillo School,Moscow,8.0,1470.0,99.0,Spanish,No,No,2.79,Good
Allen Franklin Jr.,Male,19,South Africa,Gomez PLC School,Vancouver,9.0,1304.0,88.0,French,No,No,1.16,Average
Megan Blackwell,Female,17,Mexico,Jones Ltd School,London,7.0,1338.0,63.0,English,No,No,1.27,Average
Jonathan Thompson,Female,17,Argentina,"Vaughn, Cochran and Curtis School",Los Angeles,7.0,1567.0,95.0,German,Yes,No,3.66,Excellent
Brad Diaz,Female,17,Australia,Hall Ltd School,Los Angeles,8.0,1316.0,79.0,French,Yes,Yes,1.2,Average
Ashley Aguirre,Male,19,UK,Harris LLC School,Berlin,10.0,1388.0,63.0,French,Yes,Yes,1.75,Average
Cindy Stanton,Female,18,France,Sharp Ltd School,Toronto,9.0,1556.0,82.0,English,No,No,3.46,Excellent
Nicholas White,Female,19,Australia,"Taylor, Miller and Espinoza School",Vancouver,8.0,1483.0,77.0,Spanish,No,Yes,2.74,Good
Shawn Wagner,Female,18,Australia,"Manning, Marshall and Wood School",Moscow,6.0,1225.0,95.0,French,Yes,No,0.47,Poor
Nichole Bowman,Male,18,Nigeria,"Allen, Lopez and Harding School",Toronto,8.0,1259.0,68.0,French,No,No,0.58,Poor
Corey Lin,Male,18,US,Robertson-Miller School,Phoenix,10.0,1203.0,93.0,Spanish,No,Yes,0.26,Poor
Casey Harrington,Male,19,South Korea,"Carpenter, Ramirez and Neal School",London,7.0,1452.0,82.0,German,No,Yes,2.48,Good
Jennifer Jones,Female,17,Iran,Frost-Bowman School,Toronto,8.0,1379.0,62.0,Spanish,No,Yes,1.65,Average
Ronald Graves,Female,17,Indonesia,Snyder Inc School,Moscow,10.0,1254.0,99.0,English,Yes,Yes,0.79,Poor
Jon Schmidt,Male,17,France,Hoover-Garcia School,New York,9.0,1583.0,81.0,German,No,No,3.71,Excellent
Alyssa Jones,Female,17,China,Fry PLC School,Chicago,9.0,1412.0,72.0,Spanish,No,Yes,2.04,Good
Malik Jackson,Male,17,Bangladesh,"Dickerson, Reynolds and Baker School",Berlin,9.0,1297.0,79.0,English,Yes,Yes,1.02,Average
Michael Forbes,Female,19,US,Anderson-Coleman School,Paris,7.0,1400.0,94.0,Spanish,No,No,2.09,Good
Christopher Baker,Female,19,Indonesia,Beck PLC School,Phoenix,7.0,1472.0,72.0,English,No,No,2.59,Good
Jeff Munoz,Female,19,Bangladesh,"Salazar, Mcpherson and Klein School",London,9.0,1230.0,68.0,Spanish,No,No,0.31,Poor
Melanie Oconnor,Female,19,Turkey,Grant-Moreno School,Berlin,9.0,1310.0,65.0,French,No,No,1.03,Average
Michael Morales,Male,19,India,Guzman-Cole School,Beijing,9.0,1523.0,72.0,German,Yes,Yes,3.07,Excellent
Dean Stewart,Female,19,Turkey,Washington-Kerr School,Dubai,10.0,1384.0,91.0,Spanish,No,No,1.94,Average
Patricia Russell,Female,19,Spain,Hamilton-Rowe School,London,8.0,1419.0,79.0,English,No,Yes,2.16,Good
Daniel Davenport,Female,17,Canada,Navarro PLC School,Cape Town,8.0,1373.0,69.0,French,No,Yes,1.65,Average
Robert Peterson,Female,18,Vietnam,Rivera Group School,Beijing,9.0,1218.0,67.0,Spanish,Yes,Yes,0.19,Poor
Debra Allen,Female,19,Mexico,Estrada Group School,Tokyo,9.0,1266.0,73.0,English,No,Yes,0.69,Poor
Ryan Stephens,Male,18,Iran,Thompson-Lewis School,London,9.0,1378.0,98.0,French,Yes,Yes,1.93,Average
Christina Patterson,Female,19,Philippines,Davis-Wong School,London,9.0,1284.0,74.0,English,No,Yes,0.86,Poor
Heather Kline,Male,19,Colombia,Ochoa-Martin School,New York,10.0,1220.0,100.0,Spanish,Yes,Yes,0.48,Poor
Cynthia Rasmussen,Female,17,Mexico,Young Ltd School,Cape Town,7.0,1537.0,79.0,German,No,No,3.25,Excellent
Donna Smith,Female,18,South Africa,Williams-Gilmore School,Berlin,8.0,1592.0,67.0,French,Yes,Yes,3.67,Excellent
Jennifer Zuniga,Male,17,Mexico,Ramirez-Dunn School,Sydney,6.0,1517.0,96.0,French,No,Yes,3.2,Excellent
James Bryan,Male,17,France,Jones and Sons School,Toronto,8.0,1542.0,78.0,German,Yes,Yes,3.29,Excellent
Kathryn West,Female,18,South Africa,"Hernandez, Williams and Moore School",Berlin,6.0,1297.0,88.0,German,No,Yes,1.08,Average
Jason Garcia,Male,17,Brazil,Leach-Warren School,Tokyo,8.0,1584.0,99.0,German,Yes,No,3.85,Excellent
Brandon Noble,Female,19,Argentina,Adams Inc School,Phoenix,8.0,1279.0,62.0,English,Yes,No,0.71,Poor
Isaiah Lewis,Male,19,US,"Young, Sullivan and Bell School",Cape Town,7.0,1581.0,64.0,French,No,Yes,3.54,Excellent
Amanda Young,Female,19,Nigeria,Gates-Hall School,Tokyo,8.0,1598.0,89.0,English,Yes,Yes,3.9,Excellent
Amber Brown PhD,Female,19,Philippines,"Ruiz, Taylor and Johnson School",Berlin,6.0,1485.0,71.0,German,Yes,No,2.7,Good
Jeffrey Evans,Male,19,Japan,Walker Group School,Berlin,6.0,1592.0,67.0,Spanish,No,Yes,3.66,Excellent
Tim Gomez,Female,17,China,"Salinas, Rowland and James School",Sydney,9.0,1428.0,62.0,French,Yes,No,2.11,Good
Renee Morgan,Female,17,Egypt,Robinson Inc School,Cape Town,7.0,1304.0,61.0,Spanish,No,No,0.93,Poor
Lisa Callahan,Female,19,Argentina,Nguyen and Sons School,Dubai,7.0,1375.0,91.0,Spanish,No,Yes,1.84,Average
Christopher Perez,Female,19,Spain,Simmons-Reed School,Los Angeles,8.0,1437.0,65.0,Spanish,Yes,No,2.21,Good
Andrew Nelson,Female,17,UK,"Holmes, Johnson and Lopez School",Phoenix,9.0,1229.0,79.0,English,No,Yes,0.39,Poor
James Stephens,Male,18,Mexico,Duffy LLC School,New York,7.0,1449.0,84.0,English,Yes,Yes,2.47,Good
Zachary Jones,Female,17,Argentina,"Ashley, Coffey and Lopez School",Phoenix,8.0,1592.0,77.0,German,Yes,No,3.75,Excellent
Brian Weiss,Male,17,Spain,Gibson-Love School,New York,6.0,1276.0,61.0,Spanish,Yes,Yes,0.67,Poor
Cameron Jackson,Female,17,Iran,Armstrong Group School,Cape Town,6.0,1517.0,91.0,English,No,Yes,3.16,Excellent
James Pittman,Male,17,Italy,Silva-Gonzalez School,London,8.0,1563.0,60.0,French,No,No,3.35,Excellent
Amy Davis,Female,17,China,Morales Group School,Phoenix,8.0,1577.0,90.0,Spanish,Yes,Yes,3.72,Excellent
Donna Pruitt,Female,18,Pakistan,Jackson-Beltran School,Moscow,9.0,1584.0,96.0,Spanish,Yes,Yes,3.83,Excellent
Larry Scott,Female,19,Nigeria,Oconnor-Tran School,Los Angeles,9.0,1409.0,77.0,German,No,No,2.05,Good
Melissa Hill,Female,19,France,Ellis Inc School,Dubai,10.0,1591.0,81.0,English,Yes,Yes,3.79,Excellent
Anthony Manning,Female,18,South Africa,Taylor-Wilson School,Toronto,8.0,1503.0,79.0,German,Yes,Yes,2.94,Good
James Martinez,Female,19,Philippines,Rogers-Ramirez School,Chicago,7.0,1265.0,76.0,French,No,No,0.69,Poor
Elizabeth Dennis,Female,19,Spain,Stanley-Morgan School,Dubai,9.0,1391.0,95.0,French,Yes,No,2.03,Good
Cheryl Mcpherson,Male,19,Colombia,Lowery-Hernandez School,Vancouver,7.0,1487.0,96.0,English,No,No,2.92,Good
Todd Williams,Female,18,Mexico,Reyes-Hayes School,Houston,8.0,1299.0,73.0,English,Yes,Yes,0.99,Poor
Mary Chaney,Male,18,Italy,"Esparza, King and Sawyer School",Toronto,6.0,1456.0,85.0,French,No,No,2.54,Good
Jessica Marshall,Female,19,Nigeria,Craig-Kennedy School,Vancouver,6.0,1467.0,97.0,Spanish,Yes,Yes,2.74,Good
Shannon Hernandez,Female,19,Australia,Rosales Group School,Tokyo,10.0,1265.0,98.0,English,Yes,No,0.88,Poor
Franklin Lopez,Male,19,France,Dixon-Wall School,New York,9.0,1426.0,80.0,German,No,No,2.23,Good
Stephen Cooper,Male,17,Spain,Henderson-Mills School,Moscow,9.0,1509.0,78.0,Spanish,Yes,No,2.99,Good
Emily Alvarado,Female,17,Germany,Wilson-Hickman School,Berlin,8.0,1400.0,71.0,French,No,No,1.91,Average
Ruben Shepherd,Female,17,Egypt,"Bass, Payne and Romero School",Moscow,7.0,1205.0,98.0,French,Yes,No,0.31,Poor
Ashley Cruz,Female,18,Australia,"Ford, Walter and Owens School",Toronto,7.0,1204.0,66.0,German,Yes,No,0.04,Poor
Nicole Dixon,Female,19,Iran,Robertson LLC School,New York,7.0,1343.0,83.0,English,Yes,No,1.47,Average
Cesar Wong,Male,18,Argentina,Sampson PLC School,Chicago,8.0,1570.0,71.0,French,No,Yes,3.5,Excellent
Carol Chavez,Male,18,Japan,Heath-Peters School,Berlin,9.0,1291.0,71.0,English,Yes,Yes,0.9,Poor
Janet Mayo,Female,18,Bangladesh,"Smith, Jones and Montoya School",Beijing,9.0,1454.0,76.0,English,Yes,No,2.46,Good
Sean Stevenson,Female,19,Vietnam,Ramirez-Richard School,Phoenix,7.0,1289.0,100.0,French,Yes,No,1.11,Average
Jennifer Owen,Female,17,Germany,Stevens-Reed School,Sydney,10.0,1329.0,62.0,German,Yes,Yes,1.19,Average
Gary Thornton,Male,19,Nigeria,"Smith, Jones and Johnson School",Berlin,9.0,1539.0,83.0,Spanish,No,No,3.31,Excellent
Maria Garcia,Female,19,Colombia,"Brown, Allen and Perez School",Toronto,8.0,1492.0,63.0,German,No,Yes,2.71,Good
Ashley Pineda,Male,18,Spain,"Compton, Hess and Sandoval School",Paris,8.0,1238.0,66.0,German,Yes,No,0.36,Poor
Roger Jackson,Female,18,Russia,"Cunningham, Marshall and Patel School",Toronto,8.0,1371.0,78.0,German,Yes,Yes,1.7,Average
Jose Carter,Male,18,Thailand,"Joseph, Bailey and Anderson School",Beijing,7.0,1212.0,80.0,French,No,No,0.23,Poor
Jennifer Wood,Female,17,US,Montoya-Holland School,Houston,7.0,1392.0,70.0,English,Yes,No,1.83,Average
Kristina Frey,Male,17,South Korea,"Walker, Hall and Huerta School",Berlin,9.0,1465.0,73.0,Spanish,Yes,No,2.54,Good
Mr. James Hopkins,Female,17,Germany,"Williams, Mcbride and Stewart School",Berlin,6.0,1247.0,63.0,Spanish,No,No,0.41,Poor
Rachael Lewis,Female,19,France,Jones-Anderson School,Houston,6.0,1316.0,72.0,French,Yes,Yes,1.13,Average
Nancy Weber,Female,18,Thailand,Hammond-Clay School,Toronto,6.0,1359.0,99.0,German,Yes,Yes,1.75,Average
Michael Vincent,Male,19,Bangladesh,Pope Inc School,Los Angeles,6.0,1568.0,98.0,Spanish,No,Yes,3.69,Excellent
Jeffery Lawson,Male,17,Germany,Lin-Carter School,New York,9.0,1597.0,73.0,German,No,Yes,3.77,Excellent
Melissa Rivera,Male,18,India,"Swanson, Robinson and Cohen School",Moscow,9.0,1218.0,83.0,German,Yes,No,0.32,Poor
Timothy Garner,Male,17,India,"Walker, Gonzalez and Davis School",Tokyo,8.0,1504.0,96.0,Spanish,Yes,No,3.08,Excellent
Kerry Thomas,Female,18,South Korea,"Grimes, Morrison and Murphy School",Berlin,6.0,1349.0,60.0,Spanish,No,Yes,1.34,Average
Sydney Patton,Male,18,Brazil,Singleton-Lawson School,Los Angeles,8.0,1357.0,92.0,Spanish,Yes,Yes,1.68,Average
Monica Murphy,Female,19,South Korea,Murphy and Sons School,New York,8.0,1502.0,98.0,German,Yes,No,3.08,Excellent
Michelle Huffman,Female,19,South Korea,Lucas-Walker School,Paris,7.0,1567.0,64.0,Spanish,Yes,Yes,3.41,Excellent
Philip Dyer,Male,17,Thailand,Long-Murphy School,Tokyo,8.0,1580.0,66.0,English,No,No,3.55,Excellent
Joshua Castaneda,Male,19,Colombia,Melton-Meadows School,Vancouver,8.0,1431.0,98.0,French,Yes,Yes,2.42,Good
William Perez,Male,19,Turkey,Bradford-Patterson School,Moscow,8.0,1343.0,82.0,Spanish,Yes,Yes,1.47,Average
Lisa Tapia,Male,19,Italy,Casey Group School,Phoenix,9.0,1515.0,61.0,German,Yes,Yes,2.91,Good
Pamela Tapia,Female,18,Turkey,Williams Ltd School,Chicago,6.0,1300.0,70.0,Spanish,Yes,Yes,0.96,Poor
Karen Perez,Male,19,Nigeria,Mcgee-Fritz School,Beijing,7.0,1426.0,78.0,English,No,Yes,2.21,Good
Jacqueline Simmons,Female,17,Bangladesh,"Johnson, Aguilar and Klein School",Berlin,9.0,1343.0,88.0,German,Yes,No,1.52,Average
Tracy Quinn,Female,18,Japan,Boyd and Sons School,Paris,8.0,1463.0,89.0,English,No,Yes,2.65,Good
Shane Ray,Female,18,Egypt,Lopez-Boyd School,Dubai,9.0,1296.0,100.0,English,No,Yes,1.18,Average
Ashley Hernandez,Male,19,Iran,"Short, Brown and Clark School",Vancouver,9.0,1277.0,72.0,Spanish,No,No,0.78,Poor
Christian Savage,Male,18,Italy,Watts-Mayo School,Houston,7.0,1567.0,82.0,German,No,No,3.55,Excellent
Monica Wong,Female,17,US,Martinez-Black School,Los Angeles,6.0,1241.0,81.0,French,Yes,Yes,0.5,Poor
Lisa Burke,Male,17,Turkey,George Group School,New York,9.0,1402.0,76.0,Spanish,No,Yes,1.98,Average
George Johnson,Female,18,Spain,Schneider and Sons School,Moscow,6.0,1288.0,67.0,Spanish,No,No,0.83,Poor
John Greer,Female,19,Philippines,Munoz Inc School,Toronto,8.0,1216.0,99.0,English,No,Yes,0.42,Poor
Marco Cummings,Male,19,South Africa,Morrow-Baker School,Beijing,10.0,1214.0,94.0,German,Yes,Yes,0.37,Poor
Alexis Schmidt,Male,18,France,Hill Inc School,Vancouver,8.0,1270.0,80.0,Spanish,No,No,0.77,Poor
Christopher Dennis,Male,17,Germany,Shields Ltd School,Vancouver,8.0,1547.0,84.0,Spanish,Yes,No,3.39,Excellent
Philip Robinson,Male,18,China,Ramirez Inc School,London,9.0,1313.0,69.0,English,Yes,Yes,1.09,Average
Daniel Berry Jr.,Female,19,Turkey,Jensen PLC School,New York,8.0,1580.0,82.0,French,No,No,3.68,Excellent
James Mitchell,Female,19,Spain,"Martin, Brown and Miller School",Los Angeles,8.0,1433.0,88.0,French,No,Yes,2.36,Good
Roy Booth,Female,18,China,Carter Group School,Chicago,10.0,1375.0,81.0,Spanish,No,No,1.77,Average
John Franco,Male,17,Iran,Lucas Inc School,Sydney,8.0,1432.0,100.0,French,Yes,Yes,2.44,Good
Joyce Peters,Female,18,Pakistan,Shaw and Sons School,Cape Town,10.0,1407.0,84.0,Spanish,Yes,No,2.09,Good
Michael Mendoza,Male,17,Philippines,Chang-Clark School,Dubai,10.0,1504.0,75.0,German,No,Yes,2.93,Good
Stephanie Singh,Female,17,Japan,Ford-Moore School,New York,7.0,1313.0,91.0,English,No,No,1.26,Average
Michael Farley,Male,18,Japan,Mckinney-Sheppard School,New York,6.0,1341.0,67.0,German,No,Yes,1.32,Average
Scott Perry,Female,18,Spain,Gilmore Group School,Cape Town,6.0,1558.0,75.0,German,No,No,3.41,Excellent
John Willis,Male,17,Turkey,"Howard, Martinez and Miller School",Beijing,6.0,1579.0,74.0,French,Yes,Yes,3.6,Excellent
Stephanie Ryan,Male,17,Italy,Davis-Le School,Toronto,6.0,1557.0,77.0,German,Yes,Yes,3.42,Excellent
Hector Johnson,Male,17,Egypt,"Cooper, Daniels and Foley School",Berlin,9.0,1368.0,91.0,French,No,Yes,1.78,Average
Ryan Campbell,Female,17,Italy,Martin-Rodriguez School,Beijing,6.0,1512.0,79.0,French,No,Yes,3.01,Excellent
Christina Wright,Female,19,South Africa,Watkins-Townsend School,Moscow,7.0,1391.0,92.0,French,Yes,Yes,1.99,Average
Melissa Martinez,Male,18,Argentina,Lewis Ltd School,Dubai,9.0,1399.0,83.0,French,Yes,Yes,2.01,Good
Sierra Jones,Male,17,Australia,Taylor Ltd School,London,6.0,1282.0,74.0,English,No,Yes,0.83,Poor
Mary Rhodes,Male,18,Canada,"Bishop, Lee and Guerrero School",Tokyo,9.0,1436.0,92.0,Spanish,Yes,Yes,2.42,Good
Renee Underwood,Male,17,China,Fox LLC School,Sydney,7.0,1274.0,70.0,German,No,No,0.73,Poor
Christine Mills,Male,18,Australia,"Jennings, Hayes and Berger School",New York,6.0,1333.0,69.0,German,No,No,1.26,Average
Joseph Gray,Male,18,Pakistan,Miller-Charles School,Phoenix,9.0,1542.0,80.0,German,No,Yes,3.32,Excellent
Robert Jones,Female,17,France,"Rosales, Gonzales and Parks School",Berlin,9.0,1283.0,70.0,French,No,Yes,0.82,Poor
Ann Bowman,Male,17,France,Wilkins LLC School,Los Angeles,10.0,1228.0,60.0,French,No,Yes,0.23,Poor
Timothy Morrison,Male,18,Russia,Scott PLC School,Cape Town,9.0,1228.0,86.0,Spanish,Yes,No,0.44,Poor
Beverly Wright,Female,18,China,Graham LLC School,Cape Town,9.0,1576.0,80.0,Spanish,Yes,No,3.63,Excellent
Suzanne Cordova,Female,18,Brazil,Meyer and Sons School,Dubai,7.0,1403.0,78.0,German,No,Yes,1.99,Average
James Miller,Male,19,UK,"Price, Pena and Kim School",Vancouver,7.0,1364.0,99.0,French,No,No,1.8,Average
Justin Franco,Female,17,Indonesia,Simpson Group School,Cape Town,9.0,1524.0,83.0,Spanish,Yes,Yes,3.17,Excellent
Erika Carpenter,Male,19,South Korea,Jones Inc School,Phoenix,9.0,1534.0,95.0,German,Yes,No,3.36,Excellent
Donna Wilson,Female,19,China,Bowen-Boyd School,Tokyo,10.0,1333.0,66.0,German,Yes,Yes,1.26,Average
Alejandra Taylor,Male,17,Egypt,Smith-King School,Los Angeles,8.0,1477.0,83.0,Spanish,No,No,2.73,Good
Judy Harrell,Female,17,Philippines,Adams-Hogan School,Tokyo,7.0,1508.0,95.0,English,Yes,Yes,3.11,Excellent
Robert Johnson,Female,19,India,"Mcdonald, Dickerson and Francis School",Paris,9.0,1462.0,83.0,French,No,Yes,2.59,Good
Todd Ortega,Male,17,China,"Kaufman, Bautista and Pugh School",Phoenix,7.0,1261.0,89.0,French,No,Yes,0.76,Poor
Roy Lewis,Male,18,Canada,"Reeves, Haynes and Acevedo School",Beijing,10.0,1550.0,75.0,French,No,Yes,3.35,Excellent
Jeffrey White,Male,18,Vietnam,"Cooper, Dean and Madden School",Moscow,9.0,1416.0,64.0,English,No,Yes,2.01,Good
Jodi Johnson,Male,19,India,Farmer Ltd School,Beijing,8.0,1313.0,78.0,Spanish,Yes,No,1.16,Average
Dustin Winters,Female,19,South Korea,Lee Inc School,Chicago,9.0,1370.0,76.0,English,Yes,No,1.68,Average
Jamie Gomez,Female,17,Canada,"Meyer, Smith and Khan School",Beijing,9.0,1215.0,95.0,Spanish,No,Yes,0.39,Poor
Karen Hanson,Female,17,Pakistan,"Hernandez, Terry and Garcia School",Phoenix,6.0,1251.0,70.0,English,No,Yes,0.51,Poor
Joan Cohen,Male,19,Mexico,Fuller-Carroll School,Houston,10.0,1506.0,99.0,French,No,Yes,3.14,Excellent
Samuel Gutierrez,Male,19,Vietnam,Chan-Navarro School,New York,8.0,1200.0,98.0,English,No,No,0.27,Poor
Diana Brooks,Female,18,Colombia,Conway-Salinas School,Chicago,9.0,1367.0,70.0,French,No,No,1.6,Average
Sara Smith,Male,18,Iran,"Medina, Jensen and Martinez School",Paris,7.0,1409.0,74.0,Spanish,Yes,No,2.02,Good
Eric Harmon,Female,17,Germany,Allen LLC School,Paris,10.0,1222.0,96.0,German,Yes,Yes,0.46,Poor
Travis Scott,Female,18,US,"Mays, Mitchell and Allen School",London,8.0,1589.0,99.0,German,No,Yes,3.9,Excellent
Kelsey Thomas,Male,17,US,"Holland, Jordan and Hernandez School",Moscow,6.0,1290.0,78.0,Spanish,Yes,No,0.94,Poor
Michelle Adkins,Male,17,Germany,Dickerson-Brown School,Berlin,10.0,1322.0,73.0,French,Yes,No,1.21,Average
Joseph Williams,Male,17,Philippines,Lopez LLC School,Dubai,6.0,1322.0,81.0,French,No,Yes,1.26,Average
Raymond Davidson,Male,18,Canada,"Ward, Wise and Owens School",Berlin,7.0,1292.0,88.0,Spanish,Yes,Yes,1.04,Average
Andrew Johnson,Female,19,Nigeria,Leonard-Powell School,Berlin,10.0,1201.0,71.0,English,Yes,No,0.07,Poor
Jennifer Smith,Female,19,Iran,"Patel, Serrano and Jordan School",Dubai,10.0,1492.0,89.0,English,No,No,2.93,Good
Leslie Quinn,Male,18,Nigeria,Hawkins-Franco School,Toronto,8.0,1587.0,62.0,English,No,No,3.59,Excellent
Mr. John Chavez,Male,19,Japan,Thomas Inc School,Sydney,9.0,1290.0,62.0,German,Yes,No,0.82,Poor
Deborah Terrell,Male,17,Pakistan,Rocha and Sons School,Chicago,8.0,1465.0,75.0,English,No,Yes,2.55,Good
Peter Smith,Male,19,China,Clark LLC School,Phoenix,7.0,1497.0,74.0,Spanish,Yes,Yes,2.84,Good
Nancy Lewis,Male,18,Russia,"Anderson, Brown and Phillips School",Houston,7.0,1539.0,73.0,French,No,Yes,3.22,Excellent
Alisha Fitzpatrick,Female,19,Vietnam,Berg-Smith School,New York,9.0,1369.0,80.0,German,Yes,No,1.7,Average
Cynthia Murphy,Female,17,France,"Hayden, Doyle and Johnson School",Houston,9.0,1321.0,73.0,German,No,No,1.2,Average
Gloria Griffith,Female,17,Canada,Larson Ltd School,Paris,9.0,1330.0,68.0,English,No,No,1.24,Average
Roy Murray,Female,18,Colombia,"Olson, Boyle and Fisher School",Dubai,9.0,1485.0,72.0,Spanish,Yes,No,2.72,Good
Robert Jones,Female,18,Bangladesh,Villegas-Carroll School,New York,6.0,1527.0,99.0,French,No,Yes,3.31,Excellent
